company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
info edge,business analyst,business analyst,2-6,2,4.0,6,junior (3–5),noida,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'business requirements', 'software testing', 'business analysis', 'business rules', 'machine learning', 'business intelligence', 'dashboards', 'sales', 'sql', 'senior', 'pandas', 'excel', 'tableau', 'requirement gathering', 'automation', 'vba', 'data modeling', 'business process', 'leadership', 'etl', 'communication skills']",1,1,1,0,1,1,1,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Internet', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.A in Any Specialization']"
wpp,business analyst,business analyst,7-12,7,9.5,12,senior (9–12),gurugram,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['computer science', 'solution architecture', 'business analysis', 'agile', 'scrum', 'visio', 'jira', 'sdlc', 'salesforce', 'recruitment']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Advertising & Marketing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,business analyst,business analyst,15-20,15,17.5,20,lead (13+),chennai,chennai,chennai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['erp', 'data analysis', 'microsoft dynamics', 'business analysis', 'management consulting', 'project management', 'gap analysis', 'program management', 'change management', 'product management', 'stakeholder management', 'business consulting', 'agile']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,business analyst,business analyst,15-20,15,17.5,20,lead (13+),ahmedabad,ahmedabad,ahmedabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['erp', 'data analysis', 'microsoft dynamics', 'business analysis', 'management consulting', 'project management', 'gap analysis', 'program management', 'change management', 'product management', 'stakeholder management', 'business consulting', 'agile']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,business analyst,business analyst,3-5,3,4.0,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['ssas', 'business analysis', 'workforce management', 'human capital management', 'hr generalist activities', 'human resource management', 'sap hr', 'talent management', 'talent acquisition', 'employee engagement', 'hcm', 'recruitment', 'sap hcm', 'payroll', 'performance management']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,data science & analytics,aiml,1-3,1,2.0,3,entry (0–2),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'data analysis', 'sas', 'machine learning', 'model development', 'matlab', 'simulink', 'credit risk', 'predictive analytics', 'lgd', 'sql', 'r', 'model validation', 'tableau', 'data science', 'predictive modeling', 'statistical modeling', 'logistic regression', 'statistics', 'ccar']",1,1,0,0,1,1,0,0,0,0,1,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
synergy resource solutions,machine learning engineer,aiml,1-2,1,1.5,2,entry (0–2),ahmedabad,ahmedabad,ahmedabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['solid edge', 'autocad', 'pharma', 'equipment manufacturing', 'consultancy', 'mechanical design', 'production department', 'recruitment']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: Oil & Gas', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
taskus,full stack data scientist,aiml,5-10,5,7.5,10,mid (6–8),chennai,chennai,chennai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'project management', 'transformers', 'production', 'neural networks', 'system design', 'machine learning', 'deep learning', 'java', 'data science', 'aws', 'statistics']",1,0,0,0,0,1,0,0,0,1,1,"['Role: Full Stack Data Scientist', 'Industry Type: BPM / BPO', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
taskus,full stack data scientist,aiml,5-10,5,7.5,10,mid (6–8),gurugram,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'project management', 'transformers', 'production', 'neural networks', 'system design', 'machine learning', 'deep learning', 'java', 'data science', 'aws', 'statistics']",1,0,0,0,0,1,0,0,0,1,1,"['Role: Full Stack Data Scientist', 'Industry Type: BPM / BPO', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,business analyst,business analyst,5-8,5,6.5,8,mid (6–8),chennai,chennai,chennai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['project management', 'service operations', 'scrum', 'agile', 'confluence', 'program management', 'business analysis', 'user stories', 'pmp', 'java', 'product management', 'delivery management', 'devops', 'kanban', 'csm', 'jira', 'agile methodology']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
decathlon sports,business analyst,business analyst,1-4,1,2.5,4,junior (3–5),kozhikode,kozhikode,kozhikode,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['project management', 'customer experience management', 'c++', 'ux', 'user interface designing', 'customer service', 'retail sales', 'presales', 'sales', 'salesforce', 'marketing', 'sip', 'lte', 'digital transformation', 'customer handling', 'crm', 'customer experience', 'communication skills']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Retail', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
chetu,machine learning engineer,aiml,2-7,2,4.5,7,junior (3–5),noida,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'django', 'natural language processing', 'computer vision', 'machine learning']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
icici lombard,business analyst,business analyst,5-10,5,7.5,10,mid (6–8),bengaluru,bangalore,bangalore,city,5.5-9.5 Lacs P.A.,5.5-9.5 lacs,5.5,7.5,9.5,6-10 LPA,"['data analytics', 'power bi', 'excel powerpoint', 'business modeling', 'data visualization', 'tableau', 'dashboards', 'reporting', 'powerpoint', 'sql', 'business analysis']",0,1,1,1,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Insurance', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Information Technology', 'PG: MS/M.Sc(Science) in Data Informatics, M.Tech in Any Specialization']"
jones lang lasalle,analytics consultant,analytics,2-3,2,2.5,3,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['hospitality', 'operational excellence', 'data management', 'mis', 'vlookup', 'business intelligence', 'macros', 'monitoring', 'auditing', 'service operations']",0,0,1,0,0,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: Real Estate', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
ey,business analyst,business analyst,2-4,2,3.0,4,junior (3–5),kochi,kochi,kochi,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['mdx', 'sql server analysis services', 'ssas', 'power bi', 'data warehousing', 'microsoft azure', 't-sql', 'business intelligence', 'sql server', 'change management', 'sql', 'sql server integration services', 'relationship management', 'incident management', 'ssrs', 'ssis', 'etl', 'msbi', 'itil']",0,1,0,1,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Accounting / Auditing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
vipany management consulting,data science & analytics,aiml,3-6,3,4.5,6,junior (3–5),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['advanced excel', 'sql', 'power bi', 'data visualization', 'tableau']",0,1,1,1,1,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
biz impetus infotech,full stack data scientist,aiml,3-6,3,4.5,6,junior (3–5),hyderabad,hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['artificial intelligence', 'natural language processing', 'neural networks', 'machine learning', 'deep learning', 'data science', 'predictive modeling', 'statistical modeling', 'computer vision', 'python']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Full Stack Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
unknown company,business analyst,business analyst,2-7,2,4.5,7,junior (3–5),"mumbai, pune",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['documentation', 'waterfall', 'scrum', 'agile', 'financial analysis', 'visualforce', 'sfdc', 'sharepoint', 'market data', 'user stories', 'triggers', 'demo', 'apex', 'salesforce', 'marketing', 'user training', 'solution design', 'user acceptance testing', 'finance', 'jira']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Recruitment / Staffing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
placewell-1,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"bangalore rural, bengaluru",bangalore,bangalore,city,5-9 Lacs P.A.,5-9 lacs,5.0,7.0,9.0,6-10 LPA,"['data science', 'wfm', 'workforce management', 'analysis', 'scheduling', 'planning', 'forecasting', 'machine learning', 'workforce planning']",0,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
sun pharma,business intelligence & analytics,analytics,5-8,5,6.5,8,mid (6–8),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['business intelligence', 'npd', 'analysis', 'business development', 'forecasting']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Pharma in Any Specialization, B.Sc in Any Specialization', 'PG: MBA/PGDM in Any Specialization, M.Pharma in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
go digital technology consulting,data science & analytics,aiml,3-7,3,5.0,7,junior (3–5),"pune, mumbai",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['selenium', 'appium', 'qa process', 'agile methodology', 'git', 'protractor']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']"
accenture,business analyst,business analyst,3-5,3,4.0,5,junior (3–5),jaipur,jaipur,jaipur,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['business analysis', 'talent development', 'talent acquisition', 'recruitment', 'otc', 'accounts receivable', 'project management', 'program management', 'training', 'order to cash', 'talent management', 'employee engagement', 'delivery management', 'agile', 'talent engagement']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
iris software,machine learning engineer,aiml,5-10,5,7.5,10,mid (6–8),noida,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'machine learning', 'artificial intelligence', 'continuous integration', 'microsoft azure', 'docker', 'ops', 'data science', 'gcp', 'devops', 'jenkins', 'aws']",1,0,0,0,0,1,0,0,0,1,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics,analytics,13-18,13,15.5,18,lead (13+),gurugram,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data analytics', 'epm', 'sql', 'tableau', 'cutting', 'anaplan', 'python', 'oracle', 'forecasting', 'predictive analytics', 'power bi', 'data warehousing', 'variance analysis', 'change management', 'budgeting', 'alteryx', 'fpa', 'sap bpc', 'financial planning', 'etl']",1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
inogic tech,business analyst,business analyst,1-4,1,2.5,4,junior (3–5),"thane, navi mumbai, mumbai",mumbai,mumbai,city,4-9 Lacs P.A.,4-9 lacs,4.0,6.5,9.0,6-10 LPA,"['business analyst', 'gap analysis', 'requirement gathering', 'user stories', 'product analysis', 'business analysis', 'functional analysis', 'brd', 'frd', 'prototyping']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Software Product', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
makrocare,business analyst,business analyst,0-6,0,3.0,6,junior (3–5),"mumbai, hyderabad, new delhi",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['vendor management', 'project management', 'documentation', 'business analysis', 'process improvement', 'budgeting', 'strategic planning', 'operations', 'people management skills', 'service delivery', 'leadership', 'user acceptance testing', 'reporting']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
"purpose, people, performance and partn...",business intelligence & analytics,analytics,1-4,1,2.5,4,junior (3–5),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['opex', 'costing', 'excel', 'power bi', 'fpa', 'capex']",0,0,1,1,0,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
makrocare,statistician,analytics,0-5,0,2.5,5,junior (3–5),"mumbai, hyderabad, new delhi",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['biostatistics', 'python', 'data analysis', 'data analytics', 'sap', 'sas', 'spss', 'machine learning', 'minitab', 'sql', 'excel', 'epidemiology', 'r', 'clinical research', 'predictive modeling', 'statistical modeling', 'base sas', 'logistic regression', 'statistics']",1,1,1,0,0,1,0,0,0,0,1,"['Role: Statistician', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
apex hospitals,data analyst,analytics,3-8,3,5.5,8,mid (6–8),"mumbai, new delhi, jaipur",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['analytical skills', 'data analysis', 'excel', 'data management', 'powerpoint']",0,0,1,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: Medical Devices & Equipment', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
unknown company,data analyst,analytics,4-6,4,5.0,6,junior (3–5),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data analysis', 'power bi', 'data visualization', 'data analyst', 'sql server', 'data modeling', 'tableau', 'data warehousing', 'data analytics', 'etl', 'python']",1,1,0,1,1,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
unknown company,analytics consultant,analytics,6-8,6,7.0,8,mid (6–8),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data analytics', 'power bi', 'data analyst', 'statistical analyst', 'tableau', 'sql', 'python']",1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
unknown company,business analyst,business analyst,5-7,5,6.0,7,mid (6–8),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['business analysis', 'business analyst', 'project management', 'confluence', 'agile', 'jira']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
dexter capital advisors,business analyst,business analyst,3-4,3,3.5,4,junior (3–5),"mumbai, new delhi, jaipur, bengaluru",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['financial analysis', 'project management', 'data analysis', 'mis reporting', 'kpi', 'forecasting', 'business analysis', 'process improvement', 'variance analysis', 'dashboards', 'budgeting', 'reconciliation', 'tableau', 'mis', 'advanced excel', 'data visualization', 'reporting', 'trend analysis']",0,0,1,0,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Accounting / Auditing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
travelex,business analyst,business analyst,1-7,1,4.0,7,junior (3–5),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['analytical skills', 'data analysis', 'payroll', 'assurance', 'operational support', 'compliance', 'healthcare', 'data integrity', 'advanced excel', 'management']",0,0,1,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Travel & Tourism', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
emperen technologies,machine learning engineer,aiml,5-7,5,6.0,7,mid (6–8),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['machine learning', 'data science', 'artificial intelligence', 'spark', 'llm', 'deep learning']",0,0,0,0,0,1,0,0,1,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
lericon informatics,analytics consultant,analytics,1-5,1,3.0,5,junior (3–5),"mumbai, delhi / ncr, bengaluru",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['system maintenance', 'risk assessment', 'data analysis', 'data visualization', 'sas enterprise guide', 'sql', 'fraud detection']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
mindrift,data science & machine learning,aiml,1-6,1,3.5,6,junior (3–5),"kolkata, mumbai, new delhi, bengaluru",kolkata,kolkata,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['computer science', 'automation', 'windows internals', 'linux', 'coding', 'powershell', 'owasp', 'web application security', 'python', 'penetration testing']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
evnek,data analyst,analytics,8-10,8,9.0,10,senior (9–12),"mumbai, delhi / ncr, bengaluru",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['oracle fusion', 'erp', 'data analytics', 'power bi', 'data analysis', 'data integration']",0,0,0,1,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
clarivate,data science & analytics,aiml,1-6,1,3.5,6,junior (3–5),"noida, bengaluru",delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data analysis', 'market research', 'editing', 'data interpretation', 'pv', 'data research', 'drug safety', 'vlookup', 'knowledge management', 'pharmacovigilance', 'sql', 'tableau', 'psur', 'case processing', 'advanced excel', 'web technologies', 'argus', 'meddra']",0,1,1,0,1,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
clarivate,data analyst,analytics,2-4,2,3.0,4,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'data analysis', 'presentation skills', 'sql', 'r', 'biotechnology', 'data mining', 'forecasting', 'data research', 'subject matter expertise', 'market research', 'competitive intelligence', 'sales', 'secondary research', 'data modeling', 'quantitative']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: MS/M.Sc(Science) in Chemistry']"
exponentia datalabs,data science & analytics,aiml,0,0,0.0,0,entry (0–2),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['python', 'sql', 'communication']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
canon,data analyst,analytics,5-8,5,6.5,8,mid (6–8),gurugram,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['and layout', 'digital marketing', 'transitions']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: Printing & Publishing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
clarivate,business analyst,business analyst,2-7,2,4.5,7,junior (3–5),noida,delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['power bi', 'database design', 'data modeling', 'data visualization', 'statistics', 'information management', 'mathematics', 'data mining', 'bi', 'business analysis', 'business analytics', 'sql', 'performance measurement', 'data extraction', 'system implementation', 'etl']",0,1,0,1,0,0,0,0,0,0,1,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
quest alliance,data science & analytics,aiml,2-9,2,5.5,9,mid (6–8),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['data analysis', 'data validation', 'monitoring tools', 'data collection', 'database', 'issue resolution', 'data quality', 'spss', 'ms office', 'monitoring']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: NGO / Social Services / Industry Associations', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
clarivate,data analyst,analytics,3-5,3,4.0,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['netsuite', 'salesforce', 'data governance', 'crm', 'master data', 'data analysis', 'data management', 'order management', 'lean six sigma', 'dashboards', 'root cause analysis', 'sales', 'billing', 'data cleansing', 'sales operations', 'data quality', 'acquisition']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
