company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
baldor technologies,machine learning engineer,aiml,4-8,4,6.0,8,mid (6–8),mumbai,mumbai,mumbai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['natural language processing', 'artificial intelligence', 'deep learning', 'python']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: Software Product', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Any Specialization']"
ups supply chain solutions (ups scs),data scientist,aiml,5-10,5,7.5,10,mid (6–8),"mumbai, pune, gurugram",mumbai,mumbai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['python', 'sql', 'r', 'story writing', 'model development', 'advanced analytics', 'data analysis', 'microsoft azure', 'machine learning', 'artificial intelligence', 'tableau', 'java', 'data science', 'gcp', 'statistical modeling', 'aws']",1,1,0,0,1,1,0,0,0,1,0,"['Role: Data Scientist', 'Industry Type: Courier / Logistics', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
tredence,data scientist,aiml,5-8,5,6.5,8,mid (6–8),"pune, gurugram, bengaluru",pune,pune,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data science', 'python', 'llm']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Any Specialization', 'PG: M.A in Any Specialization, Any Postgraduate, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']"
shashwath solution,business analyst,business analyst,4-5,4,4.5,5,junior (3–5),mumbai,mumbai,mumbai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['business analysis', 'sales', 'salesforce', 'crm strategy', 'python', 'sas', 'business management', 'microsoft dynamics', 'business process analysis', 'process mapping', 'business system', 'solution design', 'relationship management', 'crm']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
for an aiml data science company,machine learning engineer,aiml,5-8,5,6.5,8,mid (6–8),mumbai,mumbai,mumbai,city,15-20 Lacs P.A.,15-20 lacs,15.0,17.5,20.0,15-25 LPA,"['data science', 'microsoft azure', 'aws']",0,0,0,0,0,0,0,0,0,1,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
elysium labs,data science & analytics,aiml,2-5,2,3.5,5,junior (3–5),gurugram,delhi ncr,delhi ncr,city,15-20 Lacs P.A.,15-20 lacs,15.0,17.5,20.0,15-25 LPA,"['coding', 'python', 'data science', 'artificial intelligence', 'machine learning algorithms', 'api', 'data analytics', 'machine learning']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Software Product', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Computer Science and Business System, AIML, Information Technology, Artificial Intelligence, Artificial Intelligence And Data Science, Artificial Intelligence And Machine Learning']"
valeo,data scientist,aiml,0-5,0,2.5,5,junior (3–5),chennai,chennai,chennai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['training', 'artificial intelligence', 'intellectual property', 'algorithm development', 'sensors', 'research', 'sustainable development', 'automotive']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: Automobile', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
gspann,bi developer,analytics,5-10,5,7.5,10,mid (6–8),bengaluru,bangalore,bangalore,city,15-30 Lacs P.A.,15-30 lacs,15.0,22.5,30.0,15-25 LPA,"['stored procedures', 'sql azure']",0,1,0,0,0,0,0,0,0,0,0,"['Role: BI Developer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Sc in Computers, B.Tech/B.E. in Computers, BCA in Computers']"
hanker systems (india),business analyst,business analyst,5-7,5,6.0,7,mid (6–8),"hyderabad, pune, gurugram",hyderabad,hyderabad,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['.net', 'sql', 'inventory management']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Recruitment / Staffing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
global payments,machine learning engineer,aiml,5-10,5,7.5,10,mid (6–8),pune,pune,pune,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['jenkins', 'harness', 'machine learning']",0,0,0,0,0,1,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
tredence,data scientist,aiml,3-8,3,5.5,8,mid (6–8),"pune, chennai, bengaluru",pune,pune,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['time series', 'python', 'logistic regression', 'arima', 'regression', 'machine learning']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Any Specialization']"
dunnhumby,data scientist,aiml,5-7,5,6.0,7,mid (6–8),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data science', 'analytical', 'machine learning', 'agile', 'stakeholder management', 'sql', 'python', 'recruitment']",1,1,0,0,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: Advertising & Marketing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
unknown company,data science & analytics,aiml,6-11,6,8.5,11,senior (9–12),"hyderabad, pune, gurugram",hyderabad,hyderabad,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['ibm datastage', 'tableau', 'qlikview', 'informatica', 'teradata', 'data governance', 'sql']",0,1,0,0,1,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization']"
tredence,data scientist,aiml,5-8,5,6.5,8,mid (6–8),"pune, gurugram, bengaluru",pune,pune,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data science', 'machine learning', 'python', 'artificial intelligence', 'deep learning']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization']"
cloudxtreme technologies,machine learning engineer,aiml,4-9,4,6.5,9,mid (6–8),"bengaluru, delhi / ncr, mumbai",bangalore,bangalore,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['python', 'jenkins', 'docker', 'helm']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
uplers,data scientist,aiml,3-6,3,4.5,6,junior (3–5),"mumbai, navi mumbai, mumbai",mumbai,mumbai,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['python', 'gcp', 'aws']",1,0,0,0,0,0,0,0,0,1,0,"['Role: Data Scientist', 'Industry Type: Internet (E-Commerce)', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
transorg,data science & machine learning,aiml,5-9,5,7.0,9,mid (6–8),"gurugram, mumbai",delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['natural language processing', 'machine learning', 'sql', 'python', 'predictive modeling', 'team management', 'logistic regression', 'power bi', 'tableau', 'llm', 'deep learning', 'slm', 'linear regression', 'time series analysis', 'predictive analytics']",1,1,0,1,1,1,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Any Specialization']"
ecolab global services,data scientist,aiml,5-10,5,7.5,10,mid (6–8),bengaluru,bangalore,bangalore,city,15-30 Lacs P.A.,15-30 lacs,15.0,22.5,30.0,15-25 LPA,"['python', 'artificial intelligence', 'sql', 'statistics', 'algorithms', 'advanced analytics', 'data mining', 'data research', 'microsoft azure', 'business intelligence', 'pandas', 'data science', 'data structures']",1,1,0,0,0,0,1,0,0,0,1,"['Role: Data Scientist', 'Industry Type: Industrial Equipment / Machinery', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
fis,data scientist,aiml,4-6,4,5.0,6,junior (3–5),pune,pune,pune,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data analysis', 'machine learning', 'artificial intelligence', 'data science', 'statistical modeling', 'python', 'sas', 'natural language processing', 'scala', 'predictive', 'financial services', 'sql', 'deep learning', 'r', 'data visualization', 'big data']",1,1,0,0,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: BPM / BPO', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
trinity life sciences,analytics consultant,analytics,0-2,0,1.0,2,entry (0–2),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['ms office suite', 'analytical skills', 'programming', 'model development', 'life sciences', 'qlikview', 'business intelligence', 'analytics', 'sql', 'python']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization', 'PG: MBA/PGDM in Any Specialization']"
sbi card,analytics,analytics,9-14,9,11.5,14,senior (9–12),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['automation', 'sas', 'risk analytics', 'underwriting', 'analytical', 'operations', 'financial services', 'sql', 'auditing']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: Financial Services', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
novartis,analytics,analytics,10-15,10,12.5,15,lead (13+),hyderabad,hyderabad,hyderabad,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['pharmaceutical', 'vsat', 'data warehousing', 'sales', 'marketing', 'pama', 'satcom', 'r', 'tdma', 'satellite communication', 'data modeling', 'procurement', 'leadership', 'manufacturing', 'life sciences', 'etl', 'data integration', 'reporting', 'communication skills', 'dama']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
valuelabs,data science & machine learning,aiml,5-10,5,7.5,10,mid (6–8),hyderabad,hyderabad,hyderabad,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['python', 'aws', 'artificial intelligence', 'machine learning']",1,0,0,0,0,1,0,0,0,1,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
coforge,data scientist,aiml,7-12,7,9.5,12,senior (9–12),"noida, gurugram, delhi / ncr",delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['data science', 'machine learning', 'python', 'sql']",1,1,0,0,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
sbi card,analytics,analytics,3-8,3,5.5,8,mid (6–8),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['automation', 'networking', 'sas', 'mis', 'analytical', 'wellness', 'customer service', 'medical insurance', 'stakeholder management', 'python']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: Financial Services', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
cosmic-it informatics,data science & machine learning,aiml,5-10,5,7.5,10,mid (6–8),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['artificial intelligence', 'javascript', 'python', 'sql', 'docker', 'machine learning']",1,1,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
unknown company,business analyst,business analyst,6-11,6,8.5,11,senior (9–12),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,15-30 Lacs P.A.,15-30 lacs,15.0,22.5,30.0,15-25 LPA,"['investment banking', 'payments', 'derivatives', 'business analysis', 'capital market', 'aml', 'retail lending', 'business requirements', 'hedge funds', 'life cycle', 'kyc', 'domestic', 'corporate banking', 'finacle', 'term deposits', 'swift payments', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
bot tech,data scientist,aiml,7-12,7,9.5,12,senior (9–12),"noida, pune, bengaluru",delhi ncr,delhi ncr,city,20-35 Lacs P.A.,20-35 lacs,20.0,27.5,35.0,25-50 LPA,"['artificial intelligence', 'machine learning', 'python', 'api development', 'llms', 'system design', 'al', 'cloud']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
blend360 india,bi developer,analytics,5-10,5,7.5,10,mid (6–8),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['sql queries', 'sql coding', 'power bi']",0,1,0,1,0,0,0,0,0,0,0,"['Role: BI Developer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
mechispike solutions,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,17-30 Lacs P.A.,17-30 lacs,17.0,23.5,30.0,15-25 LPA,"['data analyst', 'data modeler', 'etl developer']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
incedo,data scientist,aiml,10-15,10,12.5,15,lead (13+),gurugram,delhi ncr,delhi ncr,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['continuous integration', 'python', 'software development', 'artificial intelligence', 'c#', 'natural language processing', 'entity framework', 'sql', 'linq', 'sql azure', 'asp.net', '.net', 'mvc', 'ocr']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
tredence,full stack data scientist,aiml,5-8,5,6.5,8,mid (6–8),"pune, chennai, bengaluru",pune,pune,city,15L_to_25L,15l_to_25l,15.0,20.0,25.0,15-25 LPA,"['machine learning', 'python', 'statistics', 'django', 'time series', 'mcp']",1,0,0,0,0,1,0,0,0,0,1,"['Role: Full Stack Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Any Specialization']"
