company,experiance,city,salary,job_detail,required_skill
Veovo,5 - 10 years,Pune,6L_to_10L,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Test scripts', 'Agile', 'Test cases', 'JIRA', 'SQL', 'CRM', 'Testing']"
Taisei Corporation,8 - 13 years,"Mumbai (All Areas)( Mumbai Central, Bandra Kurla Complex )",6L_to_10L,"['Role: Quality Assurance and Testing - Other', 'Industry Type: Engineering & Construction', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Civil, Diploma in Civil']","['QC', 'Quality Analysis', 'Quality Assurance', 'Quality Control', 'QMS', 'Quality Management']"
Seismic Technologies,3 - 8 years,Hyderabad,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Operational excellence', 'C', 'Machine learning', 'Agile', 'System design', 'Scrum', 'Analytics', 'CRM', 'Salesforce']"
GE VERNOVA,4 - 7 years,Hyderabad,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Industrial Equipment / Machinery', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['unit testing', 'design patterns', 'debugging', 'multithreading', 'c#', 'continuous integration', 'cache', 'rabbitmq', 'docker', 'microservices', 'nosql', 'database design', 'nunit', 'message queue', 'agile', 'sdlc']"
Aspire Systems,5 - 9 years,"Chennai, Bengaluru",6L_to_10L,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']",['testing']
India's Leading IT Service Provider.,2 - 6 years,"Hyderabad, Pune, Bengaluru",6-8.5 Lacs P.A.,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization']","['Automation Testing', 'Jenkins', 'Web Services Testing', 'API Testing']"
Leading Client,4 - 6 years,Maharashtra,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['soap ui', 'scrum', 'jira', 'regression testing', 'automation testing', 'maven', 'cucumber', 'manual testing', 'selenium webdriver', 'job posting', 'functional testing', 'java', 'selenium', 'jenkins', 'teamcity', 'agile', 'testng', 'api testing', 'agile methodology']"
Leading Client,6 - 8 years,Karnataka,6L_to_10L,"['Role: Test Analyst', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['confluence', 'test case creation', 'database testing', 'api testing', 'jira', 'software testing', 'regression testing', 'automation testing', 'test cases', 'manual testing', 'functional testing', 'system integration', 'java', 'selenium', 'defect management', 'agile', 'api', 'agile methodology']"
Clifyx Technology,5 - 10 years,Bengaluru,6L_to_10L,"['Role: Software Developer in Test (SDET)', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['automation framework', 'Automation', 'White box testing', 'Test scripts', 'TDD', 'Billing', 'ui automation', 'Selenium', 'STP', 'Python']"
Blackbox Analytics & Solutions Private Limited,8 - 13 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['c++', 'css', 'qxdm', 'ios', 'mac', 'sql', 'microservices', 'wireshark', 'java', 'apache', 'pdcp', 'xml', 'linux', 'html', 'avaya', 'lte', 'programming', 'communication skills', 'nas', 'umts', 'python', 'sql development', 'rrc', 'c', 'rlc', '4g', 'android application development', 'volte']"
Suzva Software Technologies,7 - 11 years,"Noida, Pune, Bengaluru",6L_to_10L,"['Role: AR VR QA Tester', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['Confluence', 'TMS', 'JIRA']"
Sparta Systems,10 - 15 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization, Any Graduate', 'PG: Any Postgraduate']","['Software design', 'SCR', 'Simulation', 'Design review', 'Scope management', 'System software', 'Risk management', 'JIRA', 'Avionics', 'Maintenance management']"
Leading Client,4 - 6 years,Karnataka,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['soap ui', 'scrum', 'agile', 'jira', 'regression testing', 'automation testing', 'maven', 'cucumber', 'manual testing', 'selenium webdriver', 'job posting', 'functional testing', 'java', 'selenium', 'jenkins', 'teamcity', 'testng', 'api testing', 'agile methodology']"
J S Held,7 - 12 years,Mumbai,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Management Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Front end', 'Access management', 'XML', 'Active directory', 'Agile', 'JSON', 'Scrum', 'microsoft', 'SQL']"
Nasuni,5 - 10 years,Hyderabad,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Networking protocols', 'Data management', 'Enterprise applications', 'Postgresql', 'Data structures', 'Perl', 'Customer support', 'SDK', 'Open source']"
Fortune India 500 IT Services Firm,2 - 6 years,Bengaluru,6-11 Lacs P.A.,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization']","['Embedded C', 'Avionics']"
KPMG India,3 - 8 years,Bengaluru,7-17 Lacs P.A.,"['Role: Quality Assurance - Other', 'Industry Type: IT Services & Consulting', 'Department: Quality Assurance', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance - Other', 'UG: Any Graduate']","['Microsoft Dynamics', 'CRM']"
A Reputed Jewellery Mfg. & Export Compan...,4 - 6 years,Mumbai (All Areas)( Andheri MIDC ),9-15 Lacs P.A.,"['Role: Automation Test Engineer', 'Industry Type: Gems & Jewellery', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization, BCA in Computers']","['SSMS', 'JavaScript', 'VS Code', 'Python', 'SQL']"
Dezerv,3 - 8 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Investment Banking / Venture Capital / Private Equity', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Wealth management', 'Software development life cycle', 'Programming', 'Application development', 'Mobile applications', 'Android', 'Technical documentation', 'Investment']"
Luxoft,2 - 6 years,Bengaluru,6L_to_10L,"['Role: Post Silicon Test Engineer', 'Industry Type: Legal', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['git', 'debugging', 'ffmpeg', 'gstreamer', 'c++', 'android', 'docker', 'java', 'embedded systems', 'linux', 'installation', 'jenkins', 'json', 'html', 'multithreading', 'data structures', 'mysql', 'jira', 'python', 'video codecs', 'javascript', 'multimedia', 'troubleshooting', 'aws', 'performance analysis']"
Phoenix Robotix,3 - 5 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization, Any Graduate', 'PG: Any Postgraduate']","['C++', 'Linux', 'Analytical', 'Firmware', 'Sensors', 'SPI', 'Monitoring', 'Analytics', 'Python', 'Technical documentation']"
Twenty20 Systems,7 - 10 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Automation', 'Operational excellence', 'XML', 'Javascript', 'Agile', 'TIBCO', 'Informatica', 'SQL', 'Python']"
IT Company,5 - 10 years,"Hyderabad, Pune, Bengaluru",9-17 Lacs P.A.,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']","['SAP FICO', 'Automation', 'Testing']"
IT Company,5 - 10 years,"Pune, Chennai, Bengaluru",9-15 Lacs P.A.,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']",['Automation Testing']
Leading Client,5 - 8 years,India,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['erp', 'job posting', 'qe', 'oracle erp', 'data analysis', 'data validation', 'psv sizing', 'automation testing', 'back office operations', 'auditing', 'autocad', 'hysys', 'control-m', 'sql', 'process engineering', 'selenium', 'hydraulic calculations', 'aws', 'unix']"
Leading Client,6 - 8 years,Karnataka,6L_to_10L,"['Role: QA Team Manager', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['regression testing', 'test case creation', 'requirement analysis', 'functionality testing', 'test scenarios', 'test case execution', 'documentation', 'test cases', 'test scripts', 'salesforce', 'test data', 'quality assurance', 'jira']"
Leading Client,5 - 10 years,Karnataka,6L_to_10L,"['Role: Post Silicon Test Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Production/Industrial, Any Graduate', 'PG: MS/M.Sc(Science) in Chemistry']","['rsvp', 'mpls', 'l2vpn', 'te', 'ldp', 'circuit', 'l3vpn', 'tcpdump', 'bgp', 'ansible', 'wireshark', 'robot', 'selenium', 'vlan', 'pim', 'linux', 'netconf', 'debugging', 'software engineering', 'web application testing', 'dhcp', 'erps', 'python', 'spirent', 'ospf', 'igmp', 'mpls vpn', 'vpls', 'ixia']"
Benovymed Healthcare Private Limited,10 - 12 years,Kolkata,6L_to_10L,"['Role: Engineering Manager', 'Industry Type: Medical Services / Hospital', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['Software Engineering', 'AWS']"
Benovymed Healthcare Private Limited,10 - 12 years,Chennai,6L_to_10L,"['Role: Engineering Manager', 'Industry Type: Medical Services / Hospital', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']",['AWS']
Benovymed Healthcare Private Limited,10 - 12 years,Indore,6L_to_10L,"['Role: Engineering Manager', 'Industry Type: Medical Services / Hospital', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['Java', 'Appium', 'Robotium', 'MySQL', 'PHP', '.Net', 'MongoDB', 'Selenium', 'Oracle', 'AWS', 'Ruby', 'Python']"
Benovymed Healthcare Private Limited,10 - 12 years,Pune,6L_to_10L,"['Role: Engineering Manager', 'Industry Type: Medical Services / Hospital', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['Java', 'Appium', 'Robotium', 'MySQL', 'PHP', '.Net', 'MongoDB', 'Selenium', 'Oracle', 'AWS', 'Ruby', 'Python']"
Benovymed Healthcare Private Limited,10 - 12 years,Gurugram,6L_to_10L,"['Role: Engineering Manager', 'Industry Type: Medical Services / Hospital', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['Java', 'Appium', 'Robotium', 'MySQL', 'PHP', '.Net', 'MongoDB', 'Selenium', 'Oracle', 'AWS', 'Ruby', 'Python']"
Agivant Technologies,4 - 7 years,Pune,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Automation', 'NoSQL', 'GCP', 'Cloud', 'Agile', 'Infrastructure', 'Application development', 'Oracle', 'Distribution system', 'Monitoring']"
