company,experiance,city,salary,job_detail,required_skill
Hitachi Energy,5 - 7 years,Chennai,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Power', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Root cause analysis', 'ISO', 'Technical design', 'PLC', 'PID', 'Scrum', 'Troubleshooting', 'ANSI', 'SCADA']"
Accenture,2 - 5 years,Hyderabad,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['python', 'javascript', 'django', 'css', 'hibernate', 'redis', 'jquery', 'sql', 'microservices', 'spring', 'elastic search', 'java', 'design patterns', 'oops', 'j2ee', 'html', 'api', 'mongodb', 'rest', 'nosql', 'spring boot', 'node.js', 'aws']"
Zageno,6 - 10 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Biotechnology', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Backend', 'Architecture', 'Coding', 'GCP', 'MySQL', 'Agile', 'Life sciences', 'SQL', 'Python']"
Alstom,3 - 5 years,Saharanpur,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Urban Transport', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Diploma in Mechanical', 'PG: Any Postgraduate']","['circuit', 'equipment', 'electricals', 'troubleshooting', 'electrical equipment', 'electronic components', 'transformers', 'production', 'plc', 'pcb', 'electrical works', 'electrical maintenance', 'switchgear', 'electronics engineering', 'production engineering', 'electrical installation']"
Photon,3 - 7 years,Chennai,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['continuous integration', 'java', 'documentation', 'docker', 'ansible', 'automation tools', 'selenium', 'devops', 'jenkins', 'api', 'c#', 'junit', 'python', 'software testing', 'scrum', 'agile', 'testng', 'aws', 'api testing']"
Zensar,6 - 11 years,Pune,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Supply chain', 'Maven', 'Application testing', 'Core Java', 'XML', 'RPG', 'JSON', 'Scrum', 'Selenium', 'SQL']"
Photon,3 - 5 years,Chennai,6L_to_10L,"['Role: Performance Testing Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['linux system administration', 'performance engineering', 'java', 'agile methodology', 'performance appraisal system', 'websphere', 'load runner', 'continuous integration', 'python', 'performance testing', 'jmeter', 'apache tomcat', 'sql', 'apache', 'selenium', 'linux', 'bash', 'aws', 'unix']"
Photon,6 - 9 years,Chennai,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['cucumber', 'selenium webdriver', 'java', 'testng', 'continuous integration', 'rest', 'python', 'software testing', 'automation testing', 'manual testing', 'qtp', 'database testing', 'selenium', 'devops', 'webdriver', 'api', 'aws', 'api testing']"
Opentext,5 - 10 years,Hyderabad,6L_to_10L,"['Role: Quality Assurance and Testing - Other', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['continuous integration', 'java', 'selenium', 'automation framework', 'rest', 'python', 'test cases', 'quality assurance engineering', 'microservices', 'devops', 'quality assurance', 'test planning', 'api']"
Accenture,5 - 10 years,Hyderabad,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['system design', 'machine learning', 'design patterns', 'oops', 'image processing', 'continuous integration', 'rest', 'python', 'artificial intelligence', 'deep learning', 'iam', 'json', 'api', 'aws']"
Iris Software,5 - 8 years,Noida,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['microservices', 'java', 'spring boot', 'aws', 'hibernate', 'spring', 'ecs', 'devops', 'xml', 'j2ee', 'html', 'technical specifications', 'api', 'mongodb', 'product engineering', 'middleware', 'jira', 'python', 'it services', 'node.js', 'scrum']"
Infosys,3 - 8 years,"Hyderabad, Delhi / NCR, Mumbai (All Areas)",6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization']","['Python', 'Selenium']"
Iris Software,5 - 8 years,Noida,6L_to_10L,"['Role: Test Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['manual testing', 'stlc', 'qc', 'quality assurance', 'web testing', 'test case preparation', 'sql queries', 'oracle', 'test cases', 'database testing', 'sql', 'qe', 'qa automation', 'agile', 'web application testing', 'api testing', 'test plan creation', 'jira', 'agile methodology']"
Leading Client,5 - 8 years,Bengaluru,6L_to_10L,"['Role: Test Analyst', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['confluence', 'test case creation', 'database testing', 'selenium', 'api testing', 'software testing', 'regression testing', 'automation testing', 'test cases', 'manual testing', 'functional testing', 'system integration', 'java', 'defect management', 'agile', 'api', 'jira', 'agile methodology']"
Getinz Techno Services,5 - 8 years,Chennai,6L_to_10L,"['Role: Full Stack Developer', 'Industry Type: Management Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Backend', 'Web technologies', 'Coding', 'Postgresql', 'Analytical', 'MySQL', 'Debugging', 'Javascript', 'Performance optimization', 'MongoDB']"
Wipro,3 - 5 years,Chennai,6L_to_10L,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['project management', 'rpa', 'test cases', 'test planning', 'agile', 'automation framework', 'performance testing', 'automation testing', 'cucumber', 'manual testing', 'test case design', 'selenium webdriver', 'java', 'testing tools', 'selenium', 'automation engineering', 'testng', 'api testing']"
Wipro,3 - 5 years,Pune,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['automation framework', 'test cases', 'test case design', 'sdet', 'test planning', 'performance testing', 'software testing', 'automation testing', 'cucumber', 'manual testing', 'selenium webdriver', 'automation tools', 'java', 'testing tools', 'selenium', 'automation engineering', 'agile', 'testng']"
Accenture,3 - 8 years,Hyderabad,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'rest', 'css', 'bootstrap', 'hibernate', 'jquery', 'microservices', 'docker', 'spring', 'react.js', 'elastic search', 'git', 'j2ee', 'json', 'mysql', 'html', 'web development', 'api', 'mongodb', 'python', 'microsoft azure', 'javascript', 'spring boot', 'node.js', 'aws']"
Signify,5 - 8 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Electrical Equipment', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Product management', 'Software design', 'Core Java', 'NoSQL', 'GCP', 'MySQL', 'Cloud', 'Agile', 'Application security']"
Fox Tech,5 - 10 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: TV / Radio', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Object oriented design', 'Backend', 'Version control', 'Coding', 'MySQL', 'Machine learning', 'Agile methodology', 'Distribution system', 'Monitoring']"
Fox Sports,5 - 10 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Film / Music / Entertainment', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Object oriented design', 'Backend', 'Version control', 'Coding', 'MySQL', 'Machine learning', 'Agile methodology', 'MongoDB', 'Monitoring']"
Suzva Software Technologies,5 - 9 years,"Mumbai, Delhi / NCR, Bengaluru",6L_to_10L,"['Role: Manual Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['performance testing', 'debugging', 'SQL']"
GE,4 - 9 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Industrial Equipment / Machinery', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['c++', 'fortran', 'python', 'vb', '.net', 'rotating', 'algorithms', 'fea', 'cae', 'cad', 'ansys', 'nx', 'hypermesh', 'structural analysis', 'lean', 'manufacturing', 'tcl', 'gas turbine', 'project management', 'mechanical engineering', 'application engineering', 'presentation skills', 'ansys cfx', 'vba', 'agile']"
Wipro,3 - 5 years,Pune,6L_to_10L,"['Role: Manual Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['project management', 'test cases', 'test planning', 'agile', 'automation framework', 'visualforce', 'performance testing', 'automation testing', 'sfdc', 'test case design', 'apex', 'salesforce', 'java', 'testing tools', 'selenium', 'automation engineering', 'testng']"
WIPRO GE HEALTHCARE PRIVATE LIMITED,4 - 9 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Electronics Manufacturing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'C++', 'Automation', 'Linux', 'Access management', 'OOAD', 'Healthcare', 'Application development', 'SDLC', 'Python']"
Barclays,2 - 6 years,Pune,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: Financial Services', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Unix', 'Core Java', 'Automation', 'Linux', 'Testing tools', 'XML', 'Performance testing', 'Agile', 'Assistant Vice President', 'Python']"
Upcoming B2B Electronics Manufacturing f...,4 - 6 years,Chennai,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, MBA/PGDM in Any Specialization']","['Rest', 'JMeter', 'API', 'Python']"
Firstsource,2 - 4 years,Mumbai,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: BPM / BPO', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Business process', 'Computer science', 'Bloomberg', 'Coding', 'Healthcare', 'HTML', 'Information technology', 'Analytics', 'Financial services', 'SQL']"
Spireon,3 - 9 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Object oriented design', 'Automation', 'Backend', 'Coding', 'Analytical', 'Agile', 'HTML', 'Scrum', 'MVC', 'Open source']"
Solera,3 - 7 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Object oriented design', 'Automation', 'Backend', 'Coding', 'Analytical', 'Agile', 'HTML', 'Scrum', 'MVC', 'Open source']"
Leading Client,5 - 9 years,Bengaluru,6L_to_10L,"['Role: QA Team Manager', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['software testing', 'java', 'selenium', 'webdriver', 'software development', 'automation testing', 'manual testing', 'test management tool', 'salesforce', 'testing tools', 'test strategy', 'defect analysis', 'testng', 'test design', 'jira']"
Coforge,6 - 10 years,Hyderabad,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']","['css', 'software testing', 'regression testing', 'automation testing', 'cucumber', 'maven', 'manual testing', 'selenium webdriver', 'guidewire', 'javascript', 'jmeter', 'sql', 'functional testing', 'automation', 'java', 'git', 'selenium', 'protractor', 'jenkins', 'html', 'testng', 'api testing', 'jira']"
Leading Client,4 - 6 years,Bengaluru,6L_to_10L,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.A', 'PG: Any Postgraduate']","['python', 'documentation', 'aem', 'scrum', 'agile', 'process training', 'software testing', 'wordpress', 'salesforce', 'functional testing', 'selenium', 'user acceptance testing']"
Leading Client,5 - 6 years,Bengaluru,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['rpa', 'dom', 'software testing', 'test management', 'automation testing', 'test cases', 'manual testing', 'functional testing', 'java', 'ui', 'selenium', 'debugging', 'troubleshooting', 'api', 'agile', 'testng']"
Indium Software,6 - 11 years,"Pune, Bangalore Rural, Bengaluru",6-16 Lacs P.A.,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']","['Java', 'API', 'Selenium', 'Microservices', 'SQL', 'TestNg']"
Indium Software,6 - 11 years,"Pune, Bangalore Rural, Bengaluru",6-16 Lacs P.A.,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']","['Javascript', 'SQL', 'Agile', 'API']"
Leading Client,5 - 6 years,Bengaluru,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['Automation Testing', 'RPA', 'Debugging', 'test cases', 'Manual Testing', 'Selenium']"
Rocket.new,3 - 7 years,Surat,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['bpo', 'non voice process', 'python', 'css', 'computer operating', 'back office', 'customer service', 'javascript', 'data entry operation', 'excel', 'react.js', 'spring boot', 'node.js', 'java', 'operations', 'non voice', 'aws', 'mongodb', 'data entry']"
Sourceright Technologies,4 - 9 years,"Ahmedabad, Bengaluru",6L_to_10L,"['Role: QA Team Manager', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Automation', 'Manual testing', 'Dicom', 'Web testing', 'Powershell', 'Test management', 'MySQL', 'Security testing', 'Windows', 'JIRA']"
Onsemi Vietnam,3 - 5 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Electronic Components / Semiconductors', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Design verification', 'DFT', 'EDA tools', 'Industrial automation', 'Product portfolio', 'atpg', 'Debugging', 'Infrastructure', 'Automotive', 'Recruitment']"
TSIT Digital Technologies pvt ltd,5 - 10 years,"Hyderabad, Chennai, Bengaluru",6L_to_10L,"['Role: Quality Assurance and Testing - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']",['SAP Testing']
Big 4,4 - 8 years,Bengaluru,8-18 Lacs P.A.,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization']","['SFDC', 'Automation', 'Software Testing', 'Crm Testing', 'Selenium']"
Leading Client,3 - 7 years,Bengaluru,6L_to_10L,"['Role: Test Analyst', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['data testing', 'manual testing', 'sql', 'java', 'data analysis', 'software testing', 'regression testing', 'automation testing', 'business analysis', 'gui testing', 'database testing', 'etl testing', 'functional testing', 'selenium', 'quality assurance', 'hp alm', 'unix', 'jira']"
Leading Client,5 - 8 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'aws', 'angularjs', 'java web services', 'continuous integration', 'css', 'hibernate', 'jquery', 'sql', 'docker', 'spring', 'react.js', 'git', 'jenkins', 'mysql', 'html', 'api', 'c#', 'rest', 'orm', 'javascript', 'spring boot', 'node.js']"
Leading Client,5 - 9 years,Bengaluru,6L_to_10L,"['Role: QA Team Manager', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['sap', 'warehouse management', 'test cases', 'logistics', 'sap ewm', 'software testing', 'regression testing', 'automation testing', 'manual testing', 'smoke testing', 'functional testing', 'hp quality center', 'integration testing', 'quality assurance', 'sap mm', 'jira']"
Leading Client,6 - 10 years,Bengaluru,6L_to_10L,"['Role: Quality Assurance and Testing - Other', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['API Testing', 'functional testing', 'software testing', 'SQL']"
Leading Client,5 - 10 years,Bengaluru,6L_to_10L,"['Role: Manual Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['jira', 'automation testing', 'test management tool', 'api testing', 'confluence', 'manual testing', 'docker', 'sql', 'git', 'java', 'devops', 'linux', 'jenkins', 'mf', 'telecom', 'agile methodology', 'github', 'alm', 'software testing', 'maven', 'svn', 'bamboo', 'agile', 'aws', 'video conferencing']"
Leading Client,5 - 9 years,Bengaluru,6L_to_10L,"['Role: Performance Testing Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['load runner', 'performance testing', 'dynatrace', 'perfmon', 'jmeter', 'silk performer', 'vugen', 'sitescope', 'hp performance center', 'manual testing', 'volume testing', 'performance engineering', 'stress testing', 'fiddler', 'load testing', 'appdynamics', 'performance center']"
Diverse Lynx,5 - 10 years,Bengaluru,6L_to_10L,"['Role: Manual Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['sap', 'software testing', 'solman', 'automation testing', 'sap sd', 'manual testing', 'sap implementation', 'test scripts', 'qtp', 'sap testing', 'functional testing', 'selenium', 'sap basis', 'integration', 'user acceptance testing', 'sap hana', 'sap abap', 'sap basis administration']"
Leading Client,6 - 10 years,Bengaluru,6L_to_10L,"['Role: Quality Assurance and Testing - Other', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['API', 'software testing', 'API testing', 'SQL']"
Rarr Technologies,5 - 10 years,Bengaluru,6L_to_10L,"['Role: Performance Testing Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Performance tuning', 'System architecture', 'GIT', 'Javascript', 'Performance testing', 'Agile', 'Troubleshooting', 'JIRA', 'SQL', 'Python']"
Infoblox,5 - 10 years,Bengaluru,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: TV / Radio', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['VMware', 'C++', 'Linux', 'Networking', 'Debugging', 'DNS', 'SNMP', 'microsoft', 'Open source', 'Python']"
Leading Client,4 - 7 years,Bengaluru,6L_to_10L,"['Role: Performance Testing Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['Software Quality Assurance', 'Performance Testing', 'Test Case Writing', 'Oracle Testing', 'LoadRunner', 'JMeter', 'Oracle EBS', 'Load Testing', 'Testing']"
Suzva Software Technologies,7 - 12 years,"Noida, Pune, Bengaluru",6L_to_10L,"['Role: Quality Assurance and Testing - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['Confluence', 'TMS', 'JIRA']"
KD Building Solutions,5 - 10 years,Bengaluru,6L_to_10L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['continuous integration', 'cd', 'github', 'technical leadership', 'edi', 'do', 'engineering', 'scalability', 'microservices', 'automation', 'java', 'product development', 'jenkins', 'software engineering', 'api', 'sdlc', 'digital transformation', 'communication skills', 'middleware', 'architecture']"
GE VERNOVA,5 - 10 years,Hyderabad,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Industrial Equipment / Machinery', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['core data', 'algorithms', 'python', 'machine learning', 'data structures', 'software development', 'natural language processing', 'gpm', 'microsoft azure', 'pandas', 'deep learning', 'scrum', 'software engineering', 'agile', 'aws']"
Leading Client,5 - 10 years,Uttar Pradesh,6L_to_10L,"['Role: Test Analyst', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['web services', 'unit testing', 'integration testing', 'user acceptance testing', 'software engineering', 'resource management', 'vendor management', 'project management', 'test scripts', 'workforce management', 'sql', 'talent management', 'recruitment', 'technical documentation', 'wfm']"
IDESLABS,6 - 11 years,Devanahalli,6L_to_10L,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['QA', 'Root cause analysis', 'Interpersonal skills', 'Access management', 'devops', 'sailpoint', 'Agile', 'Defect life cycle', 'Stakeholder management', 'Testing']"
Gentrack,5 - 10 years,Pune,6L_to_10L,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Test scripts', 'Agile', 'Test cases', 'JIRA', 'SQL', 'CRM', 'Testing']"
